journal	category1	category2	category3	category4	category5	category6
CANADIAN JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY	GASTROENTEROLOGY & HEPATOLOGY					
CANADIAN JOURNAL OF INFECTIOUS DISEASES & MEDICAL MICROBIOLOGY	INFECTIOUS DISEASES	MICROBIOLOGY				
CANADIAN JOURNAL OF MATHEMATICS-JOURNAL CANADIEN DE MATHEMATIQUES	MATHEMATICS					
CANADIAN JOURNAL OF MICROBIOLOGY	BIOTECHNOLOGY & APPLIED MICROBIOLOGY	MICROBIOLOGY				
CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES	CLINICAL NEUROLOGY					
CANADIAN JOURNAL OF OCCUPATIONAL THERAPY-REVUE CANADIENNE D ERGOTHERAPIE	REHABILITATION					
CANADIAN JOURNAL OF OPHTHALMOLOGY-JOURNAL CANADIEN D OPHTALMOLOGIE	OPHTHALMOLOGY					
CANADIAN JOURNAL OF PHYSICS	PHYSICS, MULTIDISCIPLINARY					
CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY	PHARMACOLOGY & PHARMACY	PHYSIOLOGY				
CANADIAN JOURNAL OF PLANT PATHOLOGY	PLANT SCIENCES					
CANADIAN JOURNAL OF PLANT SCIENCE	AGRONOMY	PLANT SCIENCES				
CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE	PSYCHIATRY					
CANADIAN JOURNAL OF REMOTE SENSING	REMOTE SENSING					
CANADIAN JOURNAL OF SOIL SCIENCE	SOIL SCIENCE					
CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE	STATISTICS & PROBABILITY					
CANADIAN JOURNAL OF SURGERY	SURGERY					
CANADIAN JOURNAL OF UROLOGY	UROLOGY & NEPHROLOGY					
CANADIAN JOURNAL OF VETERINARY RESEARCH-REVUE CANADIENNE DE RECHERCHE VETER INAIRE	VETERINARY SCIENCES					
CANADIAN JOURNAL OF ZOOLOGY	ZOOLOGY					
CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES	MATHEMATICS					
CANADIAN MEDICAL ASSOCIATION JOURNAL	MEDICINE, GENERAL & INTERNAL					
CANADIAN METALLURGICAL QUARTERLY	METALLURGY & METALLURGICAL ENGINEERING					
CANADIAN MINERALOGIST	MINERALOGY					
CANADIAN RESPIRATORY JOURNAL	RESPIRATORY SYSTEM					
CANADIAN VETERINARY JOURNAL-REVUE VETERINAIRE CANADIENNE	VETERINARY SCIENCES					
CANADIAN WATER RESOURCES JOURNAL	WATER RESOURCES					
CANCER	ONCOLOGY					
CANCER AND METASTASIS REVIEWS	ONCOLOGY					
CANCER BIOLOGY & MEDICINE	MEDICINE, RESEARCH & EXPERIMENTAL	ONCOLOGY				
CANCER BIOLOGY & THERAPY	ONCOLOGY					
CANCER BIOMARKERS	ONCOLOGY					
CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS	MEDICINE, RESEARCH & EXPERIMENTAL	ONCOLOGY	PHARMACOLOGY & PHARMACY	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING		
CANCER CAUSES & CONTROL	ONCOLOGY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH				
CANCER CELL	CELL BIOLOGY	ONCOLOGY				
CANCER CELL INTERNATIONAL	ONCOLOGY					
CANCER CHEMOTHERAPY AND PHARMACOLOGY	ONCOLOGY	PHARMACOLOGY & PHARMACY				
CANCER CONTROL	ONCOLOGY					
CANCER CYTOPATHOLOGY	ONCOLOGY	PATHOLOGY				
CANCER DISCOVERY	ONCOLOGY					
CANCER EPIDEMIOLOGY	ONCOLOGY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH				
CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION	ONCOLOGY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH				
CANCER GENE THERAPY	BIOTECHNOLOGY & APPLIED MICROBIOLOGY	GENETICS & HEREDITY	MEDICINE, RESEARCH & EXPERIMENTAL	ONCOLOGY		
CANCER GENETICS	GENETICS & HEREDITY	ONCOLOGY				
CANCER GENOMICS & PROTEOMICS	GENETICS & HEREDITY	ONCOLOGY				
CANCER IMAGING	ONCOLOGY	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING				
CANCER IMMUNOLOGY IMMUNOTHERAPY	IMMUNOLOGY	ONCOLOGY				
CANCER IMMUNOLOGY RESEARCH	IMMUNOLOGY	ONCOLOGY				
CANCER INVESTIGATION	ONCOLOGY					
CANCER JOURNAL	ONCOLOGY					
CANCER LETTERS	ONCOLOGY					
CANCER MANAGEMENT AND RESEARCH	ONCOLOGY					
CANCER MEDICINE	ONCOLOGY					
CANCER NURSING	NURSING	ONCOLOGY				
CANCER PREVENTION RESEARCH	ONCOLOGY					
CANCER RADIOTHERAPIE	ONCOLOGY	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING				
CANCER RESEARCH	ONCOLOGY					
CANCER RESEARCH AND TREATMENT	ONCOLOGY					
CANCER SCIENCE	ONCOLOGY					
CANCER TREATMENT REVIEWS	ONCOLOGY					
CANCERS	ONCOLOGY					
CANDOLLEA	PLANT SCIENCES					
CARBOHYDRATE POLYMERS	CHEMISTRY, APPLIED	CHEMISTRY, ORGANIC	POLYMER SCIENCE			
CARBOHYDRATE RESEARCH	BIOCHEMISTRY & MOLECULAR BIOLOGY	CHEMISTRY, APPLIED	CHEMISTRY, ORGANIC			
CARBON	CHEMISTRY, PHYSICAL	MATERIALS SCIENCE, MULTIDISCIPLINARY				
CARBON LETTERS	CHEMISTRY, MULTIDISCIPLINARY	MATERIALS SCIENCE, MULTIDISCIPLINARY				
CARBON MANAGEMENT	ENVIRONMENTAL SCIENCES					
CARBONATES AND EVAPORITES	GEOLOGY					
CARCINOGENESIS	ONCOLOGY					
CARDIOLOGY	CARDIAC & CARDIOVASCULAR SYSTEMS					
CARDIOLOGY CLINICS	CARDIAC & CARDIOVASCULAR SYSTEMS					
CARDIOLOGY IN REVIEW	CARDIAC & CARDIOVASCULAR SYSTEMS					
CARDIOLOGY IN THE YOUNG	CARDIAC & CARDIOVASCULAR SYSTEMS	PEDIATRICS				
CARDIOLOGY JOURNAL	CARDIAC & CARDIOVASCULAR SYSTEMS					
CARDIOLOGY RESEARCH AND PRACTICE	CARDIAC & CARDIOVASCULAR SYSTEMS					
CARDIORENAL MEDICINE	CARDIAC & CARDIOVASCULAR SYSTEMS	UROLOGY & NEPHROLOGY				
CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY	CARDIAC & CARDIOVASCULAR SYSTEMS	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING				
CARDIOVASCULAR DIABETOLOGY	CARDIAC & CARDIOVASCULAR SYSTEMS	ENDOCRINOLOGY & METABOLISM				
CARDIOVASCULAR DRUGS AND THERAPY	CARDIAC & CARDIOVASCULAR SYSTEMS	PHARMACOLOGY & PHARMACY				
CARDIOVASCULAR ENGINEERING AND TECHNOLOGY	CARDIAC & CARDIOVASCULAR SYSTEMS	ENGINEERING, BIOMEDICAL				
CARDIOVASCULAR JOURNAL OF AFRICA	CARDIAC & CARDIOVASCULAR SYSTEMS					
CARDIOVASCULAR PATHOLOGY	CARDIAC & CARDIOVASCULAR SYSTEMS	PATHOLOGY				
CARDIOVASCULAR RESEARCH	CARDIAC & CARDIOVASCULAR SYSTEMS					
CARDIOVASCULAR THERAPEUTICS	CARDIAC & CARDIOVASCULAR SYSTEMS	PHARMACOLOGY & PHARMACY				
CARDIOVASCULAR TOXICOLOGY	CARDIAC & CARDIOVASCULAR SYSTEMS	TOXICOLOGY				
CARDIOVASCULAR ULTRASOUND	CARDIAC & CARDIOVASCULAR SYSTEMS					
CARIBBEAN JOURNAL OF SCIENCE	BIODIVERSITY CONSERVATION					
CARIES RESEARCH	DENTISTRY, ORAL SURGERY & MEDICINE					
CARNETS DE GEOLOGIE	GEOLOGY	PALEONTOLOGY				
CARPATHIAN JOURNAL OF EARTH AND ENVIRONMENTAL SCIENCES	ENVIRONMENTAL SCIENCES					
CARPATHIAN JOURNAL OF MATHEMATICS	MATHEMATICS	MATHEMATICS, APPLIED				
CARTILAGE	ORTHOPEDICS					
CARYOLOGIA	GENETICS & HEREDITY	PLANT SCIENCES				
CASTANEA	PLANT SCIENCES					
CATALYSIS COMMUNICATIONS	CHEMISTRY, PHYSICAL					
CATALYSIS LETTERS	CHEMISTRY, PHYSICAL					
CATALYSIS REVIEWS-SCIENCE AND ENGINEERING	CHEMISTRY, PHYSICAL					
CATALYSIS SCIENCE & TECHNOLOGY	CHEMISTRY, PHYSICAL					
CATALYSIS SURVEYS FROM ASIA	CHEMISTRY, PHYSICAL					
CATALYSIS TODAY	CHEMISTRY, APPLIED	CHEMISTRY, PHYSICAL	ENGINEERING, CHEMICAL			
CATALYSTS	CHEMISTRY, PHYSICAL					
CATENA	GEOSCIENCES, MULTIDISCIPLINARY	SOIL SCIENCE	WATER RESOURCES			
CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS	CARDIAC & CARDIOVASCULAR SYSTEMS					
CATTLE PRACTICE	VETERINARY SCIENCES					
CBE-LIFE SCIENCES EDUCATION	EDUCATION, SCIENTIFIC DISCIPLINES					
CCAMLR SCIENCE	FISHERIES					
CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY	ASTRONOMY & ASTROPHYSICS	MATHEMATICS, INTERDISCIPLINARY APPLICATIONS				
CELL	BIOCHEMISTRY & MOLECULAR BIOLOGY	CELL BIOLOGY				
CELL ADHESION & MIGRATION	CELL BIOLOGY					
CELL AND BIOSCIENCE	BIOCHEMISTRY & MOLECULAR BIOLOGY					
CELL AND TISSUE BANKING	CELL BIOLOGY	ENGINEERING, BIOMEDICAL				
CELL AND TISSUE RESEARCH	CELL BIOLOGY					
CELL BIOCHEMISTRY AND BIOPHYSICS	BIOCHEMISTRY & MOLECULAR BIOLOGY	BIOPHYSICS	CELL BIOLOGY			
CELL BIOCHEMISTRY AND FUNCTION	BIOCHEMISTRY & MOLECULAR BIOLOGY	CELL BIOLOGY				
CELL BIOLOGY AND TOXICOLOGY	CELL BIOLOGY	TOXICOLOGY				
CELL BIOLOGY INTERNATIONAL	CELL BIOLOGY					
CELL CALCIUM	CELL BIOLOGY					
CELL CHEMICAL BIOLOGY	BIOCHEMISTRY & MOLECULAR BIOLOGY					
CELL COMMUNICATION AND ADHESION	BIOCHEMISTRY & MOLECULAR BIOLOGY	CELL BIOLOGY				
CELL COMMUNICATION AND SIGNALING	CELL BIOLOGY					
CELL CYCLE	CELL BIOLOGY					
CELL DEATH & DISEASE	CELL BIOLOGY					
CELL DEATH AND DIFFERENTIATION	BIOCHEMISTRY & MOLECULAR BIOLOGY	CELL BIOLOGY				
CELL DISCOVERY	CELL BIOLOGY					
CELL DIVISION	CELL BIOLOGY					
CELL HOST & MICROBE	MICROBIOLOGY	PARASITOLOGY	VIROLOGY			
CELL JOURNAL	CELL BIOLOGY					
CELL METABOLISM	CELL BIOLOGY	ENDOCRINOLOGY & METABOLISM				
CELL PROLIFERATION	CELL BIOLOGY					
CELL REPORTS	CELL BIOLOGY					
CELL RESEARCH	CELL BIOLOGY					
CELL STEM CELL	CELL & TISSUE ENGINEERING	CELL BIOLOGY				
CELL STRESS & CHAPERONES	CELL BIOLOGY					
CELL STRUCTURE AND FUNCTION	CELL BIOLOGY					
CELL SYSTEMS	BIOCHEMISTRY & MOLECULAR BIOLOGY	CELL BIOLOGY				
CELL TRANSPLANTATION	CELL & TISSUE ENGINEERING	MEDICINE, RESEARCH & EXPERIMENTAL	TRANSPLANTATION			
CELLS	CELL BIOLOGY					
CELLS TISSUES ORGANS	ANATOMY & MORPHOLOGY	CELL BIOLOGY	DEVELOPMENTAL BIOLOGY			
CELLULAR & MOLECULAR BIOLOGY LETTERS	BIOCHEMISTRY & MOLECULAR BIOLOGY	CELL BIOLOGY				
CELLULAR & MOLECULAR IMMUNOLOGY	IMMUNOLOGY					
CELLULAR AND MOLECULAR BIOENGINEERING	BIOPHYSICS	CELL & TISSUE ENGINEERING	CELL BIOLOGY			
CELLULAR AND MOLECULAR BIOLOGY	BIOCHEMISTRY & MOLECULAR BIOLOGY	CELL BIOLOGY				
CELLULAR AND MOLECULAR LIFE SCIENCES	BIOCHEMISTRY & MOLECULAR BIOLOGY	CELL BIOLOGY				
CELLULAR AND MOLECULAR NEUROBIOLOGY	CELL BIOLOGY	NEUROSCIENCES				
CELLULAR IMMUNOLOGY	CELL BIOLOGY	IMMUNOLOGY				
CELLULAR MICROBIOLOGY	CELL BIOLOGY	MICROBIOLOGY				
CELLULAR ONCOLOGY	CELL BIOLOGY	ONCOLOGY	PATHOLOGY			
CELLULAR PHYSIOLOGY AND BIOCHEMISTRY	CELL BIOLOGY	PHYSIOLOGY				
CELLULAR POLYMERS	MATERIALS SCIENCE, BIOMATERIALS	POLYMER SCIENCE				
CELLULAR REPROGRAMMING	BIOTECHNOLOGY & APPLIED MICROBIOLOGY	CELL & TISSUE ENGINEERING	GENETICS & HEREDITY			
CELLULAR SIGNALLING	CELL BIOLOGY					
CELLULOSE	MATERIALS SCIENCE, PAPER & WOOD	MATERIALS SCIENCE, TEXTILES	POLYMER SCIENCE			
CELLULOSE CHEMISTRY AND TECHNOLOGY	MATERIALS SCIENCE, PAPER & WOOD					
CEMENT & CONCRETE COMPOSITES	CONSTRUCTION & BUILDING TECHNOLOGY	MATERIALS SCIENCE, COMPOSITES				
CEMENT AND CONCRETE RESEARCH	CONSTRUCTION & BUILDING TECHNOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY				
CEMENT WAPNO BETON	CONSTRUCTION & BUILDING TECHNOLOGY	MATERIALS SCIENCE, COMPOSITES				
CENTAURUS	HISTORY & PHILOSOPHY OF SCIENCE					
CENTRAL EUROPEAN JOURNAL OF ENERGETIC MATERIALS	CHEMISTRY, APPLIED	ENGINEERING, CHEMICAL				
CENTRAL EUROPEAN JOURNAL OF IMMUNOLOGY	IMMUNOLOGY					
CENTRAL EUROPEAN JOURNAL OF OPERATIONS RESEARCH	OPERATIONS RESEARCH & MANAGEMENT SCIENCE					
CENTRAL EUROPEAN JOURNAL OF PUBLIC HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH					
CEPHALALGIA	CLINICAL NEUROLOGY	NEUROSCIENCES				
CERAMICS-SILIKATY	MATERIALS SCIENCE, CERAMICS					
CERAMICS INTERNATIONAL	MATERIALS SCIENCE, CERAMICS					
CEREAL CHEMISTRY	CHEMISTRY, APPLIED	FOOD SCIENCE & TECHNOLOGY				
CEREAL FOODS WORLD	FOOD SCIENCE & TECHNOLOGY					
CEREAL RESEARCH COMMUNICATIONS	AGRONOMY					
CEREBELLUM	NEUROSCIENCES					
CEREBRAL CORTEX	NEUROSCIENCES					
CEREBROVASCULAR DISEASES	CLINICAL NEUROLOGY	PERIPHERAL VASCULAR DISEASE				
CERNE	FORESTRY					
CESKA A SLOVENSKA NEUROLOGIE A NEUROCHIRURGIE	NEUROSCIENCES	SURGERY				
CHALCOGENIDE LETTERS	MATERIALS SCIENCE, MULTIDISCIPLINARY	PHYSICS, APPLIED				
CHANNELS	BIOCHEMISTRY & MOLECULAR BIOLOGY					
CHAOS	MATHEMATICS, APPLIED	PHYSICS, MATHEMATICAL				
CHAOS SOLITONS & FRACTALS	MATHEMATICS, INTERDISCIPLINARY APPLICATIONS	PHYSICS, MATHEMATICAL	PHYSICS, MULTIDISCIPLINARY			
CHELONIAN CONSERVATION AND BIOLOGY	ZOOLOGY					
CHEM	CHEMISTRY, MULTIDISCIPLINARY					
CHEMBIOCHEM	BIOCHEMISTRY & MOLECULAR BIOLOGY	CHEMISTRY, MEDICINAL				
CHEMCATCHEM	CHEMISTRY, PHYSICAL					
CHEMELECTROCHEM	ELECTROCHEMISTRY					
CHEMICAL & ENGINEERING NEWS	CHEMISTRY, MULTIDISCIPLINARY	ENGINEERING, CHEMICAL				
CHEMICAL & PHARMACEUTICAL BULLETIN	CHEMISTRY, MEDICINAL	CHEMISTRY, MULTIDISCIPLINARY	PHARMACOLOGY & PHARMACY			
CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY	BIOTECHNOLOGY & APPLIED MICROBIOLOGY	ENGINEERING, CHEMICAL				
CHEMICAL AND PROCESS ENGINEERING-INZYNIERIA CHEMICZNA I PROCESOWA	ENGINEERING, CHEMICAL					
CHEMICAL BIOLOGY & DRUG DESIGN	BIOCHEMISTRY & MOLECULAR BIOLOGY	CHEMISTRY, MEDICINAL				
CHEMICAL COMMUNICATIONS	CHEMISTRY, MULTIDISCIPLINARY					
CHEMICAL ENGINEERING	ENGINEERING, CHEMICAL					
CHEMICAL ENGINEERING & TECHNOLOGY	ENGINEERING, CHEMICAL					
CHEMICAL ENGINEERING AND PROCESSING	ENERGY & FUELS	ENGINEERING, CHEMICAL				
CHEMICAL ENGINEERING COMMUNICATIONS	ENGINEERING, CHEMICAL					
CHEMICAL ENGINEERING JOURNAL	ENGINEERING, CHEMICAL	ENGINEERING, ENVIRONMENTAL				
CHEMICAL ENGINEERING PROGRESS	ENGINEERING, CHEMICAL					
CHEMICAL ENGINEERING RESEARCH & DESIGN	ENGINEERING, CHEMICAL					
CHEMICAL ENGINEERING SCIENCE	ENGINEERING, CHEMICAL					
CHEMICAL GEOLOGY	GEOCHEMISTRY & GEOPHYSICS					
CHEMICAL INDUSTRY & CHEMICAL ENGINEERING QUARTERLY	CHEMISTRY, APPLIED	ENGINEERING, CHEMICAL				
CHEMICAL JOURNAL OF CHINESE UNIVERSITIES-CHINESE	CHEMISTRY, MULTIDISCIPLINARY					
CHEMICAL PAPERS	CHEMISTRY, MULTIDISCIPLINARY					
CHEMICAL PHYSICS	CHEMISTRY, PHYSICAL	PHYSICS, ATOMIC, MOLECULAR & CHEMICAL				
CHEMICAL PHYSICS LETTERS	CHEMISTRY, PHYSICAL	PHYSICS, ATOMIC, MOLECULAR & CHEMICAL				
CHEMICAL RECORD	CHEMISTRY, MULTIDISCIPLINARY					
CHEMICAL RESEARCH IN CHINESE UNIVERSITIES	CHEMISTRY, MULTIDISCIPLINARY					
CHEMICAL RESEARCH IN TOXICOLOGY	CHEMISTRY, MEDICINAL	CHEMISTRY, MULTIDISCIPLINARY	TOXICOLOGY			
CHEMICAL REVIEWS	CHEMISTRY, MULTIDISCIPLINARY					
CHEMICAL SCIENCE	CHEMISTRY, MULTIDISCIPLINARY					
CHEMICAL SENSES	BEHAVIORAL SCIENCES	FOOD SCIENCE & TECHNOLOGY	NEUROSCIENCES	PHYSIOLOGY		
CHEMICAL SOCIETY REVIEWS	CHEMISTRY, MULTIDISCIPLINARY					
CHEMICAL SPECIATION AND BIOAVAILABILITY	BIOCHEMISTRY & MOLECULAR BIOLOGY	ENVIRONMENTAL SCIENCES	TOXICOLOGY			
CHEMICKE LISTY	CHEMISTRY, MULTIDISCIPLINARY					
CHEMICO-BIOLOGICAL INTERACTIONS	BIOCHEMISTRY & MOLECULAR BIOLOGY	PHARMACOLOGY & PHARMACY	TOXICOLOGY			
CHEMIE DER ERDE-GEOCHEMISTRY	GEOCHEMISTRY & GEOPHYSICS					
CHEMIE IN UNSERER ZEIT	CHEMISTRY, MULTIDISCIPLINARY					
CHEMIE INGENIEUR TECHNIK	ENGINEERING, CHEMICAL					
CHEMIJA	CHEMISTRY, MULTIDISCIPLINARY					
CHEMISTRY-A EUROPEAN JOURNAL	CHEMISTRY, MULTIDISCIPLINARY					
CHEMISTRY-AN ASIAN JOURNAL	CHEMISTRY, MULTIDISCIPLINARY					
CHEMISTRY & BIODIVERSITY	BIOCHEMISTRY & MOLECULAR BIOLOGY	CHEMISTRY, MULTIDISCIPLINARY				
CHEMISTRY & INDUSTRY	CHEMISTRY, APPLIED					
CHEMISTRY AND ECOLOGY	ECOLOGY	ENVIRONMENTAL SCIENCES				
CHEMISTRY AND PHYSICS OF CARBON	CHEMISTRY, PHYSICAL	ENERGY & FUELS	ENGINEERING, CHEMICAL			
CHEMISTRY AND PHYSICS OF LIPIDS	BIOCHEMISTRY & MOLECULAR BIOLOGY	BIOPHYSICS				
CHEMISTRY AND TECHNOLOGY OF FUELS AND OILS	ENERGY & FUELS	ENGINEERING, CHEMICAL	ENGINEERING, PETROLEUM			
CHEMISTRY CENTRAL JOURNAL	CHEMISTRY, MULTIDISCIPLINARY					
CHEMISTRY EDUCATION RESEARCH AND PRACTICE	EDUCATION, SCIENTIFIC DISCIPLINES					
CHEMISTRY LETTERS	CHEMISTRY, MULTIDISCIPLINARY					
CHEMISTRY OF HETEROCYCLIC COMPOUNDS	CHEMISTRY, ORGANIC					
CHEMISTRY OF MATERIALS	CHEMISTRY, PHYSICAL	MATERIALS SCIENCE, MULTIDISCIPLINARY				
CHEMISTRY OF NATURAL COMPOUNDS	CHEMISTRY, MEDICINAL	CHEMISTRY, ORGANIC				
CHEMISTRYOPEN	CHEMISTRY, MULTIDISCIPLINARY					
CHEMISTRYSELECT	CHEMISTRY, MULTIDISCIPLINARY					
CHEMMEDCHEM	CHEMISTRY, MEDICINAL	PHARMACOLOGY & PHARMACY				
CHEMNANOMAT	CHEMISTRY, MULTIDISCIPLINARY	MATERIALS SCIENCE, MULTIDISCIPLINARY	NANOSCIENCE & NANOTECHNOLOGY			
CHEMOECOLOGY	BIOCHEMISTRY & MOLECULAR BIOLOGY	ECOLOGY				
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS	AUTOMATION & CONTROL SYSTEMS	CHEMISTRY, ANALYTICAL	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE	MATHEMATICS, INTERDISCIPLINARY APPLICATIONS	STATISTICS & PROBABILITY	
CHEMOSENSORY PERCEPTION	FOOD SCIENCE & TECHNOLOGY	NEUROSCIENCES				
CHEMOSPHERE	ENVIRONMENTAL SCIENCES					
CHEMOTHERAPY	ONCOLOGY	PHARMACOLOGY & PHARMACY				
CHEMPHYSCHEM	CHEMISTRY, PHYSICAL	PHYSICS, ATOMIC, MOLECULAR & CHEMICAL				
CHEMPLUSCHEM	CHEMISTRY, MULTIDISCIPLINARY					
CHEMSUSCHEM	CHEMISTRY, MULTIDISCIPLINARY	GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY				
CHEST	CRITICAL CARE MEDICINE	RESPIRATORY SYSTEM				
CHIANG MAI JOURNAL OF SCIENCE	MULTIDISCIPLINARY SCIENCES					
CHILD AND ADOLESCENT MENTAL HEALTH	PEDIATRICS	PSYCHIATRY				
CHILD AND ADOLESCENT PSYCHIATRY AND MENTAL HEALTH	PEDIATRICS	PSYCHIATRY				
CHILD CARE HEALTH AND DEVELOPMENT	PEDIATRICS					
CHILD NEUROPSYCHOLOGY	CLINICAL NEUROLOGY					
CHILDHOOD OBESITY	PEDIATRICS					
CHILDS NERVOUS SYSTEM	CLINICAL NEUROLOGY	PEDIATRICS	SURGERY			
CHILEAN JOURNAL OF AGRICULTURAL RESEARCH	AGRICULTURE, MULTIDISCIPLINARY	AGRONOMY				
CHIMIA	CHEMISTRY, MULTIDISCIPLINARY					
CHIMICA OGGI-CHEMISTRY TODAY	BIOTECHNOLOGY & APPLIED MICROBIOLOGY	CHEMISTRY, MULTIDISCIPLINARY				
CHINA AGRICULTURAL ECONOMIC REVIEW	AGRICULTURAL ECONOMICS & POLICY					
CHINA COMMUNICATIONS	TELECOMMUNICATIONS					
CHINA FOUNDRY	METALLURGY & METALLURGICAL ENGINEERING					
CHINA OCEAN ENGINEERING	ENGINEERING, CIVIL	ENGINEERING, MECHANICAL	ENGINEERING, OCEAN	WATER RESOURCES		
CHINA PETROLEUM PROCESSING & PETROCHEMICAL TECHNOLOGY	ENERGY & FUELS	ENGINEERING, CHEMICAL	ENGINEERING, PETROLEUM			
CHINESE ANNALS OF MATHEMATICS SERIES B	MATHEMATICS					
CHINESE CHEMICAL LETTERS	CHEMISTRY, MULTIDISCIPLINARY					
CHINESE GEOGRAPHICAL SCIENCE	ENVIRONMENTAL SCIENCES					
CHINESE JOURNAL OF AERONAUTICS	ENGINEERING, AEROSPACE					
CHINESE JOURNAL OF ANALYTICAL CHEMISTRY	CHEMISTRY, ANALYTICAL					
CHINESE JOURNAL OF CANCER	ONCOLOGY					
CHINESE JOURNAL OF CANCER RESEARCH	ONCOLOGY					
CHINESE JOURNAL OF CATALYSIS	CHEMISTRY, APPLIED	CHEMISTRY, PHYSICAL	ENGINEERING, CHEMICAL			
CHINESE JOURNAL OF CHEMICAL ENGINEERING	ENGINEERING, CHEMICAL					
CHINESE JOURNAL OF CHEMICAL PHYSICS	PHYSICS, ATOMIC, MOLECULAR & CHEMICAL					
CHINESE JOURNAL OF CHEMISTRY	CHEMISTRY, MULTIDISCIPLINARY					
CHINESE JOURNAL OF ELECTRONICS	ENGINEERING, ELECTRICAL & ELECTRONIC					
CHINESE JOURNAL OF GEOPHYSICS-CHINESE EDITION	GEOCHEMISTRY & GEOPHYSICS					
CHINESE JOURNAL OF INORGANIC CHEMISTRY	CHEMISTRY, INORGANIC & NUCLEAR					
CHINESE JOURNAL OF INTEGRATIVE MEDICINE	INTEGRATIVE & COMPLEMENTARY MEDICINE					
CHINESE JOURNAL OF MECHANICAL ENGINEERING	ENGINEERING, MECHANICAL					
CHINESE JOURNAL OF NATURAL MEDICINES	INTEGRATIVE & COMPLEMENTARY MEDICINE	PHARMACOLOGY & PHARMACY				
CHINESE JOURNAL OF OCEANOLOGY AND LIMNOLOGY	LIMNOLOGY	OCEANOGRAPHY				
CHINESE JOURNAL OF ORGANIC CHEMISTRY	CHEMISTRY, ORGANIC					
CHINESE JOURNAL OF PHYSICS	PHYSICS, MULTIDISCIPLINARY					
CHINESE JOURNAL OF PHYSIOLOGY	PHYSIOLOGY					
CHINESE JOURNAL OF POLYMER SCIENCE	POLYMER SCIENCE					
CHINESE JOURNAL OF STRUCTURAL CHEMISTRY	CHEMISTRY, INORGANIC & NUCLEAR	CRYSTALLOGRAPHY				
CHINESE MEDICAL JOURNAL	MEDICINE, GENERAL & INTERNAL					
CHINESE MEDICINE	INTEGRATIVE & COMPLEMENTARY MEDICINE	PHARMACOLOGY & PHARMACY				
CHINESE OPTICS LETTERS	OPTICS					
CHINESE PHYSICS B	PHYSICS, MULTIDISCIPLINARY					
CHINESE PHYSICS C	PHYSICS, NUCLEAR	PHYSICS, PARTICLES & FIELDS				
CHINESE PHYSICS LETTERS	PHYSICS, MULTIDISCIPLINARY					
CHIRALITY	CHEMISTRY, ANALYTICAL	CHEMISTRY, MEDICINAL	CHEMISTRY, ORGANIC	PHARMACOLOGY & PHARMACY		
CHIRURG	SURGERY					
CHROMATOGRAPHIA	BIOCHEMICAL RESEARCH METHODS	CHEMISTRY, ANALYTICAL				
CHROMOSOMA	BIOCHEMISTRY & MOLECULAR BIOLOGY	GENETICS & HEREDITY				
CHROMOSOME RESEARCH	BIOCHEMISTRY & MOLECULAR BIOLOGY	GENETICS & HEREDITY				
CHRONIC RESPIRATORY DISEASE	RESPIRATORY SYSTEM					
CHRONOBIOLOGY INTERNATIONAL	BIOLOGY	PHYSIOLOGY				
CIENCIA E AGROTECNOLOGIA	AGRICULTURE, MULTIDISCIPLINARY					
CIENCIA E INVESTIGACION AGRARIA	AGRICULTURE, MULTIDISCIPLINARY					
CIENCIA E TECNICA VITIVINICOLA	FOOD SCIENCE & TECHNOLOGY					
CIENCIA FLORESTAL	FORESTRY					
CIENCIA RURAL	AGRONOMY					
CIENCIAS MARINAS	MARINE & FRESHWATER BIOLOGY					
CIN-COMPUTERS INFORMATICS NURSING	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS	MEDICAL INFORMATICS	NURSING			
